split,cohort,output_class,feature,mean_signed_shap,positive_fraction,negative_fraction
random_seed_3301,future,Slight,feature_junction_detail,0.044157469859219409,0.63019999999999998,0.36980000000000002
random_seed_3301,future,Slight,feature_junction_control,0.0023932820519014918,0.2369,0.7631
random_seed_3301,future,Slight,feature_second_road_class,0.092594454347388971,0.81979999999999997,0.1802
random_seed_3301,future,Slight,feature_pedestrian_crossing,0.012349170021302092,0.50360000000000005,0.49640000000000001
random_seed_3301,future,Slight,feature_light_conditions,-0.005584106290508632,0.56379999999999997,0.43619999999999998
random_seed_3301,future,Slight,feature_weather_conditions,-0.0012620507523034938,0.21129999999999999,0.78869999999999996
random_seed_3301,future,Slight,feature_road_surface_conditions,0.0033790568310982719,0.40510000000000002,0.59489999999999998
random_seed_3301,future,Slight,feature_urban_or_rural_area,-0.013606287351920607,0.66300000000000003,0.33700000000000002
random_seed_3301,future,Slight,feature_trunk_road_flag,-0.0010647653951454414,0.3221,0.67789999999999995
random_seed_3301,future,Slight,feature_speed_limit,0.020223854591981522,0.7157,0.2843
random_seed_3301,future,Slight,feature_month,0.0070162050361903296,0.53969999999999996,0.46029999999999999
random_seed_3301,future,Slight,feature_hour,0.0015830868200182543,0.55510000000000004,0.44490000000000002
random_seed_3301,future,Serious,feature_day_of_week,0.0007545782800179872,0.50380000000000003,0.49619999999999997
random_seed_3301,future,Serious,feature_first_road_class,0.0019693186468456758,0.46920000000000001,0.53080000000000005
random_seed_3301,future,Serious,feature_road_type,-0.0012813452154229713,0.49330000000000002,0.50670000000000004
random_seed_3301,future,Serious,feature_junction_detail,-0.008510342051594906,0.42970000000000003,0.57030000000000003
random_seed_3301,future,Serious,feature_junction_control,-0.0014143679920260728,0.48830000000000001,0.51170000000000004
random_seed_3301,future,Serious,feature_second_road_class,0.0043529104775655181,0.628,0.372
random_seed_3301,future,Serious,feature_pedestrian_crossing,0.0015513332340843858,0.38790000000000002,0.61209999999999998
random_seed_3301,future,Serious,feature_light_conditions,-0.00094940244064701607,0.2601,0.7399
random_seed_3301,future,Serious,feature_weather_conditions,-0.00026936629503946231,0.39029999999999998,0.60970000000000002
random_seed_3301,future,Serious,feature_road_surface_conditions,-7.7094054466670653e-05,0.34310000000000002,0.65690000000000004
random_seed_3301,future,Serious,feature_urban_or_rural_area,-0.0024972278249246441,0.35410000000000003,0.64590000000000003
random_seed_3301,future,Serious,feature_trunk_road_flag,-0.00077602955947212707,0.24399999999999999,0.75600000000000001
random_seed_3301,future,Serious,feature_speed_limit,-0.0050019862107965199,0.69440000000000002,0.30559999999999998
random_seed_3301,future,Serious,feature_month,-0.00067558815419708769,0.51900000000000002,0.48099999999999998
random_seed_3301,future,Serious,feature_hour,0.0022784138054361444,0.53539999999999999,0.46460000000000001
random_seed_3301,future,Fatal,feature_day_of_week,0.0020841994675673816,0.51200000000000001,0.48799999999999999
random_seed_3301,future,Fatal,feature_first_road_class,-0.026752006755341482,0.49159999999999998,0.50839999999999996
random_seed_3301,future,Fatal,feature_road_type,0.0014890536844821218,0.73999999999999999,0.26000000000000001
random_seed_3301,future,Fatal,feature_junction_detail,-0.2341812551929581,0.45340000000000003,0.54659999999999997
random_seed_3301,future,Fatal,feature_junction_control,0.045618913844279019,0.88419999999999999,0.1158
random_seed_3301,future,Fatal,feature_second_road_class,-0.22179508054703193,0.37369999999999998,0.62629999999999997
random_seed_3301,future,Fatal,feature_pedestrian_crossing,-0.03685907113306168,0.77600000000000002,0.224
random_seed_3301,future,Fatal,feature_light_conditions,0.0021689001926413639,0.5464,0.4536
random_seed_3301,future,Fatal,feature_weather_conditions,0.0083167698564343452,0.78539999999999999,0.21460000000000001
random_seed_3301,future,Fatal,feature_road_surface_conditions,-0.021314170042429186,0.75439999999999996,0.24560000000000001
random_seed_3301,future,Fatal,feature_urban_or_rural_area,0.0076058241894989094,0.33689999999999998,0.66310000000000002
random_seed_3301,future,Fatal,feature_trunk_road_flag,0.023991680646874812,0.85340000000000005,0.14660000000000001
random_seed_3301,future,Fatal,feature_speed_limit,-0.087987706219347803,0.38190000000000002,0.61809999999999998
random_seed_3301,future,Fatal,feature_month,-0.0035108813094623728,0.48509999999999998,0.51490000000000002
random_seed_3301,future,Fatal,feature_hour,0.0052300540045661943,0.5141,0.4859
random_seed_4409,internal,Slight,feature_day_of_week,0.00027397717162595938,0.54200000000000004,0.45800000000000002
random_seed_4409,internal,Slight,feature_first_road_class,0.0017443696994058075,0.4718,0.5282
random_seed_4409,internal,Slight,feature_road_type,-0.001489765305482623,0.25850000000000001,0.74150000000000005
random_seed_4409,internal,Slight,feature_junction_detail,0.016770881051441811,0.62019999999999997,0.37980000000000003
random_seed_4409,internal,Slight,feature_junction_control,0.0081173565240846898,0.22670000000000001,0.77329999999999999
random_seed_4409,internal,Slight,feature_second_road_class,-0.028249574697086281,0.51839999999999997,0.48159999999999997
random_seed_4409,internal,Slight,feature_pedestrian_crossing,0.0056648307838715285,0.46639999999999998,0.53359999999999996
random_seed_4409,internal,Slight,feature_light_conditions,-0.012880607193165116,0.54320000000000002,0.45679999999999998
random_seed_4409,internal,Slight,feature_weather_conditions,-0.0033495542032688582,0.19570000000000001,0.80430000000000001
random_seed_4409,internal,Slight,feature_road_surface_conditions,0.0032104123064308041,0.42480000000000001,0.57520000000000004
random_seed_4409,internal,Slight,feature_urban_or_rural_area,-0.0073519353469064736,0.67430000000000001,0.32569999999999999
random_seed_4409,internal,Slight,feature_trunk_road_flag,-0.006815816778870369,0.28920000000000001,0.71079999999999999
random_seed_4409,internal,Slight,feature_speed_limit,0.01332507605811999,0.70330000000000004,0.29670000000000002
random_seed_4409,internal,Slight,feature_month,0.0027186561831231619,0.50070000000000003,0.49930000000000002
random_seed_4409,internal,Slight,feature_hour,0.0047912194075885768,0.55969999999999998,0.44030000000000002
random_seed_4409,internal,Serious,feature_day_of_week,-0.0013389257079581209,0.49199999999999999,0.50800000000000001
random_seed_4409,internal,Serious,feature_first_road_class,-0.0010799771927983593,0.46360000000000001,0.53639999999999999
random_seed_4409,internal,Serious,feature_road_type,0.00028310001101158368,0.68869999999999998,0.31130000000000002
random_seed_4409,internal,Serious,feature_junction_detail,0.0029990942388561288,0.47320000000000001,0.52680000000000005
random_seed_4409,internal,Serious,feature_junction_control,0.034852548160942021,0.85360000000000003,0.1464
random_seed_4409,internal,Serious,feature_second_road_class,-0.0339852197192708,0.3448,0.6552
random_seed_4409,internal,Serious,feature_pedestrian_crossing,-0.00011855708866713628,0.4244,0.5756
random_seed_4409,internal,Serious,feature_light_conditions,-0.0024793634441673562,0.2631,0.7369
random_seed_4409,internal,Serious,feature_weather_conditions,-0.0001206724462415059,0.38850000000000001,0.61150000000000004
random_seed_4409,internal,Serious,feature_road_surface_conditions,-0.0015952703801554531,0.32100000000000001,0.67900000000000005
random_seed_4409,internal,Serious,feature_urban_or_rural_area,-0.0029500906907209482,0.36209999999999998,0.63790000000000002
random_seed_4409,internal,Serious,feature_trunk_road_flag,0.00074746939417051129,0.19339999999999999,0.80659999999999998
random_seed_4409,internal,Serious,feature_speed_limit,-0.0041632824899804858,0.72609999999999997,0.27389999999999998
random_seed_4409,internal,Serious,feature_month,0.001360086004746399,0.54769999999999996,0.45229999999999998
random_seed_4409,internal,Serious,feature_hour,0.0019748936132822602,0.5262,0.4738
random_seed_4409,internal,Fatal,feature_day_of_week,0.0017374103214069252,0.50539999999999996,0.49459999999999998
random_seed_4409,internal,Fatal,feature_first_road_class,-0.016438011613955372,0.4919,0.5081
random_seed_4409,internal,Fatal,feature_road_type,0.010156548790603483,0.77980000000000005,0.22020000000000001
random_seed_4409,internal,Fatal,feature_junction_detail,-0.015731494447898724,0.73909999999999998,0.26090000000000002
random_seed_4409,internal,Fatal,feature_junction_control,0.026274149017204831,0.86909999999999998,0.13089999999999999
random_seed_4409,internal,Fatal,feature_second_road_class,0.0077698472007604125,0.63759999999999994,0.3624
random_seed_4409,internal,Fatal,feature_pedestrian_crossing,-0.030598711455157603,0.77610000000000001,0.22389999999999999
random_seed_4409,internal,Fatal,feature_light_conditions,0.0057479875013936657,0.51160000000000005,0.4884
random_seed_4409,internal,Fatal,feature_weather_conditions,0.012679122263150319,0.80120000000000002,0.1988
random_seed_4409,internal,Fatal,feature_road_surface_conditions,-0.016798100224517408,0.78569999999999995,0.21429999999999999
random_seed_4409,internal,Fatal,feature_urban_or_rural_area,0.003099856659719632,0.33200000000000002,0.66800000000000004
random_seed_4409,internal,Fatal,feature_trunk_road_flag,0.025820083778126217,0.8931,0.1069
random_seed_4409,internal,Fatal,feature_speed_limit,-0.019648582101965423,0.4405,0.5595
random_seed_4409,internal,Fatal,feature_month,-0.002041010423735579,0.47989999999999999,0.52010000000000001
random_seed_4409,internal,Fatal,feature_hour,0.0016191239246998305,0.48930000000000001,0.51070000000000004
random_seed_4409,future,Slight,feature_day_of_week,0.00042852950879195879,0.54420000000000002,0.45579999999999998
random_seed_4409,future,Slight,feature_first_road_class,0.0030629204635433727,0.49459999999999998,0.50539999999999996
random_seed_4409,future,Slight,feature_road_type,0.00036586760019320278,0.24990000000000001,0.75009999999999999
random_seed_4409,future,Slight,feature_junction_detail,0.053257392987787935,0.61770000000000003,0.38229999999999997
random_seed_4409,future,Slight,feature_junction_control,0.017157697659528397,0.39679999999999999,0.60319999999999996
random_seed_4409,future,Slight,feature_second_road_class,0.074254379416347591,0.80249999999999999,0.19750000000000001
random_seed_4409,future,Slight,feature_pedestrian_crossing,0.0079784412686803065,0.54630000000000001,0.45369999999999999
random_seed_4409,future,Slight,feature_light_conditions,-0.012399536360169784,0.50409999999999999,0.49590000000000001
random_seed_4409,future,Slight,feature_weather_conditions,-0.0018120100987654389,0.20580000000000001,0.79420000000000002
random_seed_4409,future,Slight,feature_road_surface_conditions,0.0051760823216812366,0.4259,0.57410000000000005
random_seed_4409,future,Slight,feature_urban_or_rural_area,-0.0099786522769719655,0.66420000000000001,0.33579999999999999
random_seed_4409,future,Slight,feature_trunk_road_flag,-0.0060564771714622621,0.2828,0.71719999999999995
random_seed_4409,future,Slight,feature_speed_limit,0.01591753385872563,0.71379999999999999,0.28620000000000001
random_seed_4409,future,Slight,feature_month,0.0038109589852118901,0.50960000000000005,0.4904
random_seed_4409,future,Slight,feature_hour,0.0061189984355008555,0.55510000000000004,0.44490000000000002
random_seed_4409,future,Serious,feature_day_of_week,-2.8606345150803758e-05,0.49909999999999999,0.50090000000000001
random_seed_4409,future,Serious,feature_first_road_class,0.0016162871456724159,0.48060000000000003,0.51939999999999997
random_seed_4409,future,Serious,feature_road_type,-0.00011179060861498164,0.70479999999999998,0.29520000000000002
random_seed_4409,future,Serious,feature_junction_detail,-0.0096544840829103779,0.47520000000000001,0.52480000000000004
random_seed_4409,future,Serious,feature_junction_control,0.0097863074424778141,0.58020000000000005,0.41980000000000001
random_seed_4409,future,Serious,feature_second_road_class,-0.013261952914467613,0.45279999999999998,0.54720000000000002
random_seed_4409,future,Serious,feature_pedestrian_crossing,0.00042188087722595552,0.4451,0.55489999999999995
random_seed_4409,future,Serious,feature_light_conditions,-0.00149087146299883,0.26790000000000003,0.73209999999999997
random_seed_4409,future,Serious,feature_weather_conditions,0.0013829972453675752,0.39810000000000001,0.60189999999999999
random_seed_4409,future,Serious,feature_road_surface_conditions,-0.0015318308826781138,0.32090000000000002,0.67910000000000004
random_seed_4409,future,Serious,feature_urban_or_rural_area,-0.0028101002049270812,0.36940000000000001,0.63060000000000005
random_seed_4409,future,Serious,feature_trunk_road_flag,-0.0023597631110263174,0.18729999999999999,0.81269999999999998
random_seed_4409,future,Serious,feature_speed_limit,-0.0020537024495495809,0.72430000000000005,0.2757
random_seed_4409,future,Serious,feature_month,0.00090526346567244701,0.54310000000000003,0.45689999999999997
random_seed_4409,future,Serious,feature_hour,0.003446799217488502,0.53120000000000001,0.46879999999999999
random_seed_4409,future,Fatal,feature_day_of_week,0.00083952267909594256,0.50049999999999994,0.4995
random_seed_4409,future,Fatal,feature_first_road_class,-0.02088075625404975,0.47460000000000002,0.52539999999999998
random_seed_4409,future,Fatal,feature_road_type,0.0088999680499620114,0.78920000000000001,0.21079999999999999
random_seed_4409,future,Fatal,feature_junction_detail,-0.14566229619479162,0.56789999999999996,0.43209999999999998
random_seed_4409,future,Fatal,feature_junction_control,0.033302307279206148,0.87309999999999999,0.12690000000000001
random_seed_4409,future,Fatal,feature_second_road_class,-0.18290525257695917,0.39550000000000002,0.60450000000000004
random_seed_4409,future,Fatal,feature_pedestrian_crossing,-0.043081655917755576,0.77380000000000004,0.22620000000000001
random_seed_4409,future,Fatal,feature_light_conditions,0.0081643040532418734,0.53810000000000002,0.46189999999999998
random_seed_4409,future,Fatal,feature_weather_conditions,0.0025881264662294774,0.79220000000000002,0.20780000000000001
random_seed_4409,future,Fatal,feature_road_surface_conditions,-0.027849430386595826,0.76049999999999995,0.23949999999999999
random_seed_4409,future,Fatal,feature_urban_or_rural_area,0.0083470048047732115,0.3422,0.65780000000000005
random_seed_4409,future,Fatal,feature_trunk_road_flag,0.029034258604971871,0.89449999999999996,0.1055
random_seed_4409,future,Fatal,feature_speed_limit,-0.092944483480126516,0.43319999999999997,0.56679999999999997
random_seed_4409,future,Fatal,feature_month,-0.0048085486037352694,0.47560000000000002,0.52439999999999998
random_seed_4409,future,Fatal,feature_hour,0.00098126274402421539,0.49130000000000001,0.50870000000000004
random_seed_5501,internal,Slight,feature_day_of_week,0.00088794170104695362,0.54520000000000002,0.45479999999999998
random_seed_5501,internal,Slight,feature_first_road_class,0.0037288552092829504,0.45960000000000001,0.54039999999999999
random_seed_5501,internal,Slight,feature_road_type,-0.0015731226720919131,0.26939999999999997,0.73060000000000003
random_seed_5501,internal,Slight,feature_junction_detail,0.0083777825441135687,0.59330000000000005,0.40670000000000001
random_seed_5501,internal,Slight,feature_junction_control,0.0082127273295275905,0.25790000000000002,0.74209999999999998
random_seed_5501,internal,Slight,feature_second_road_class,-0.02500777704415583,0.54269999999999996,0.45729999999999998
random_seed_5501,internal,Slight,feature_pedestrian_crossing,0.0044328721422393132,0.41949999999999998,0.58050000000000002
random_seed_5501,internal,Slight,feature_light_conditions,-0.011259289174949101,0.48909999999999998,0.51090000000000002
random_seed_5501,internal,Slight,feature_weather_conditions,-0.0061275803610810788,0.18540000000000001,0.81459999999999999
random_seed_5501,internal,Slight,feature_road_surface_conditions,0.0019848863472507298,0.39410000000000001,0.60589999999999999
random_seed_5501,internal,Slight,feature_urban_or_rural_area,-0.0084975943992372637,0.66800000000000004,0.33200000000000002
random_seed_5501,internal,Slight,feature_trunk_road_flag,-0.0039440410529891605,0.39479999999999998,0.60519999999999996
random_seed_5501,internal,Slight,feature_speed_limit,0.01027029840611786,0.70860000000000001,0.29139999999999999
random_seed_5501,internal,Slight,feature_month,0.0028000479255000199,0.5,0.5
random_seed_5501,internal,Slight,feature_hour,0.0078954828838034233,0.5877,0.4123
random_seed_5501,internal,Serious,feature_day_of_week,0.0011441205736829022,0.49619999999999997,0.50380000000000003
random_seed_5501,internal,Serious,feature_first_road_class,0.0050513095561036548,0.48159999999999997,0.51839999999999997
random_seed_5501,internal,Serious,feature_road_type,-0.0016506554919629168,0.42480000000000001,0.57520000000000004
random_seed_5501,internal,Serious,feature_junction_detail,-0.0027604437223860932,0.35620000000000002,0.64380000000000004
random_seed_5501,internal,Serious,feature_junction_control,0.0028286660317089888,0.49709999999999999,0.50290000000000001
random_seed_5501,internal,Serious,feature_second_road_class,0.0013179504101784557,0.55200000000000005,0.44800000000000001
random_seed_5501,internal,Serious,feature_pedestrian_crossing,0.00036331771322576441,0.42699999999999999,0.57299999999999995
random_seed_5501,internal,Serious,feature_light_conditions,-0.00090448822332252817,0.2059,0.79410000000000003
random_seed_5501,internal,Serious,feature_weather_conditions,-0.00097087798641106251,0.34749999999999998,0.65249999999999997
random_seed_5501,internal,Serious,feature_road_surface_conditions,0.0010660014558214539,0.44629999999999997,0.55369999999999997
random_seed_5501,internal,Serious,feature_urban_or_rural_area,-0.0024770219416051951,0.39910000000000001,0.60089999999999999
random_seed_5501,internal,Serious,feature_trunk_road_flag,-0.0009378227232571646,0.22239999999999999,0.77759999999999996
random_seed_5501,internal,Serious,feature_speed_limit,-0.003744014915848757,0.72430000000000005,0.2757
random_seed_5501,internal,Serious,feature_month,0.0010400957066585715,0.54220000000000002,0.45779999999999998
random_seed_5501,internal,Serious,feature_hour,0.0032239225730340748,0.53110000000000002,0.46889999999999998
random_seed_5501,internal,Fatal,feature_day_of_week,0.0011088963010544358,0.49330000000000002,0.50670000000000004
random_seed_5501,internal,Fatal,feature_first_road_class,-0.022137332426231462,0.51549999999999996,0.48449999999999999
random_seed_5501,internal,Fatal,feature_road_type,0.0067038102878170906,0.7571,0.2429
random_seed_5501,internal,Fatal,feature_junction_detail,-0.017292356940300211,0.71999999999999997,0.28000000000000003
random_seed_5501,internal,Fatal,feature_junction_control,-0.0064110921118639653,0.83360000000000001,0.16639999999999999
random_seed_5501,internal,Fatal,feature_second_road_class,0.0055365246724023466,0.70569999999999999,0.29430000000000001
random_seed_5501,internal,Fatal,feature_pedestrian_crossing,0.041161636837793336,0.80620000000000003,0.1938
random_seed_5501,internal,Fatal,feature_light_conditions,0.015167522664583885,0.65749999999999997,0.34250000000000003
random_seed_5501,internal,Fatal,feature_weather_conditions,0.046641364280938118,0.80969999999999998,0.1903
random_seed_5501,internal,Fatal,feature_road_surface_conditions,-0.034657259194824819,0.31840000000000002,0.68159999999999998
random_seed_5501,internal,Fatal,feature_urban_or_rural_area,-0.0037809406360635065,0.3337,0.6663
random_seed_5501,internal,Fatal,feature_trunk_road_flag,0.013167763714841421,0.79010000000000002,0.2099
random_seed_5501,internal,Fatal,feature_speed_limit,-0.011707881663602097,0.48630000000000001,0.51370000000000005
random_seed_5501,internal,Fatal,feature_month,-0.0049577362521362727,0.50960000000000005,0.4904
random_seed_5501,internal,Fatal,feature_hour,-0.014495564063071021,0.48010000000000003,0.51990000000000003
random_seed_5501,future,Slight,feature_day_of_week,0.00069980194671238102,0.54410000000000003,0.45590000000000003
random_seed_5501,future,Slight,feature_first_road_class,0.0030165854601481015,0.47210000000000002,0.52790000000000004
random_seed_5501,future,Slight,feature_road_type,0.0040414536222107703,0.2676,0.73240000000000005
random_seed_5501,future,Slight,feature_junction_detail,0.044001186691004529,0.60880000000000001,0.39119999999999999
random_seed_5501,future,Slight,feature_junction_control,0.013551995930528683,0.3866,0.61339999999999995
random_seed_5501,future,Slight,feature_second_road_class,0.085117292941673195,0.82340000000000002,0.17660000000000001
random_seed_5501,future,Slight,feature_pedestrian_crossing,0.0071841665259720642,0.47989999999999999,0.52010000000000001
random_seed_5501,future,Slight,feature_light_conditions,-0.010139246361975461,0.4637,0.5363
random_seed_5501,future,Slight,feature_weather_conditions,-0.0032685451769538815,0.20100000000000001,0.79900000000000004
random_seed_5501,future,Slight,feature_road_surface_conditions,0.0053229946098416227,0.39650000000000002,0.60350000000000004
random_seed_5501,future,Slight,feature_urban_or_rural_area,-0.0097011815645591856,0.66439999999999999,0.33560000000000001
random_seed_5501,future,Slight,feature_trunk_road_flag,-0.0012159696798827546,0.38579999999999998,0.61419999999999997
random_seed_5501,future,Slight,feature_speed_limit,0.011358053972117595,0.71650000000000003,0.28349999999999997
random_seed_5501,future,Slight,feature_month,0.005323255913446936,0.51670000000000005,0.48330000000000001
random_seed_5501,future,Slight,feature_hour,0.0078491783514054985,0.57769999999999999,0.42230000000000001
random_seed_5501,future,Serious,feature_day_of_week,0.00047166429036061305,0.49280000000000002,0.50719999999999998
random_seed_5501,future,Serious,feature_first_road_class,0.0057965369587577777,0.49270000000000003,0.50729999999999997
random_seed_5501,future,Serious,feature_road_type,-0.0019077440320959369,0.43030000000000002,0.56969999999999998
random_seed_5501,future,Serious,feature_junction_detail,-0.018681209128417153,0.35999999999999999,0.64000000000000001
random_seed_5501,future,Serious,feature_junction_control,-0.00026775016824163718,0.48570000000000002,0.51429999999999998
random_seed_5501,future,Serious,feature_second_road_class,-0.013541882075015735,0.45989999999999998,0.54010000000000002
random_seed_5501,future,Serious,feature_pedestrian_crossing,0.00062039864057928046,0.44990000000000002,0.55010000000000003
random_seed_5501,future,Serious,feature_light_conditions,0.0007179175739398531,0.21229999999999999,0.78769999999999996
random_seed_5501,future,Serious,feature_weather_conditions,0.00061836490242270226,0.37519999999999998,0.62480000000000002
random_seed_5501,future,Serious,feature_road_surface_conditions,0.00036990133381739143,0.4395,0.5605
random_seed_5501,future,Serious,feature_urban_or_rural_area,-0.0018573609154924789,0.39360000000000001,0.60640000000000005
random_seed_5501,future,Serious,feature_trunk_road_flag,-0.0029522539512719576,0.2177,0.7823
random_seed_5501,future,Serious,feature_speed_limit,-0.003171780400795938,0.70020000000000004,0.29980000000000001
random_seed_5501,future,Serious,feature_month,-0.00039704650522631637,0.5302,0.4698
random_seed_5501,future,Serious,feature_hour,0.0032766199162990771,0.51990000000000003,0.48010000000000003
random_seed_5501,future,Fatal,feature_day_of_week,0.0040805035281688325,0.50600000000000001,0.49399999999999999
random_seed_5501,future,Fatal,feature_first_road_class,-0.020304134138035532,0.50800000000000001,0.49199999999999999
random_seed_5501,future,Fatal,feature_road_type,0.0019245802725067094,0.76329999999999998,0.23669999999999999
random_seed_5501,future,Fatal,feature_junction_detail,-0.13978036192197504,0.59760000000000002,0.40239999999999998
random_seed_5501,future,Fatal,feature_junction_control,0.002818902110407734,0.83230000000000004,0.16769999999999999
random_seed_5501,future,Fatal,feature_second_road_class,-0.092723572324608053,0.49869999999999998,0.50129999999999997
random_seed_5501,future,Fatal,feature_pedestrian_crossing,0.024751676433200861,0.79679999999999995,0.20319999999999999
random_seed_5501,future,Fatal,feature_light_conditions,0.014017752823489195,0.68030000000000002,0.31969999999999998
random_seed_5501,future,Fatal,feature_weather_conditions,0.029807468382462104,0.78990000000000005,0.21010000000000001
random_seed_5501,future,Fatal,feature_road_surface_conditions,-0.038346684119462716,0.3145,0.6855
random_seed_5501,future,Fatal,feature_urban_or_rural_area,-0.0028955001612229235,0.33489999999999998,0.66510000000000002
random_seed_5501,future,Fatal,feature_trunk_road_flag,0.014836015595746269,0.79590000000000005,0.2041
random_seed_5501,future,Fatal,feature_speed_limit,-0.079701993254740755,0.48159999999999997,0.51839999999999997
random_seed_5501,future,Fatal,feature_month,-0.0061208790762307249,0.50929999999999997,0.49070000000000003
random_seed_5501,future,Fatal,feature_hour,-0.0066908702416515154,0.48699999999999999,0.51300000000000001
